ID,IDKey,Site,Date,Crew,EventType,Method,Equipment,StartTime,EndTime,TotalEffort,TransectID,TransectBottomLat,TransectBottomLong,TransectTopLat,TransectTopLong,ObsID,Species,Count,Length,FishStatus,CaptureType,ClipType,LavageID,StomachContents,StomachContentsWeight,FishContentWeight,PITnumber,Comments,Crew Count,Floy Tag,Date/Time,Image_ID,StartTemp,EndTemp,Conductivity,TotalDayEffort
28,3,Deadwater Slough,11/12/2019,Jared Barker,Mark,Angling,Spinning Rod; Worms; Bait,0.381944444,0.666666667,410,3,45.387383,-114.051423,45.38974,-114.046771,3,Cutthroat Trout,1,378,Live,Mark,Upper Caudal,JB12-003,MacroInvert-other/Snail/Detritus/Fish-Unk,0.7,0.1,,,,,,,,,,
29,4,Deadwater Slough,11/12/2019,Jim Roscoe; Louise Bruce,Mark,Angling,Spinning Rod; Worms; Lures,0.375,0.520833333,210,1,45.382689,-114.066274,45.385005,-114.059868,,,,,,,,,,,,,Zero Fish,,,,,,,,
30,5,Deadwater Slough,11/12/2019,Mitch Mumma,Mark,Angling,Spinning Rod; Worms; Bait,0.416666667,0.666666667,360,3,45.387383,-114.051423,45.38974,-114.046771,1,Cutthroat Trout,1,342,Live,Mark,Upper Caudal,MM12-001,Snail/Algae,2.1,0,,,,,,,,,,
31,6,Deadwater Slough,11/12/2019,Bergin Parks,Mark,Angling,Spinning Rod; Worms; Bait,0.416666667,0.666666667,360,3,45.387383,-114.051423,45.38974,-114.046771,1,Northern Pikeminnow,1,472,Live,Mark,Upper Caudal,BP12-001,MacroInvert-other/Detritus,0.1,0,,,,,,,,,,
32,6,Deadwater Slough,11/12/2019,Bergin Parks,Mark,Angling,Spinning Rod; Worms; Bait,0.416666667,0.666666667,360,3,45.387383,-114.051423,45.38974,-114.046771,2,Northern Pikeminnow,1,370,Live,Mark,Upper Caudal,,Empty,0,0,,,,,,,,,,
33,6,Deadwater Slough,11/12/2019,Bergin Parks,Mark,Angling,Spinning Rod; Worms; Bait,0.416666667,0.666666667,360,3,45.387383,-114.051423,45.38974,-114.046771,3,Cutthroat Trout,1,336,Live,Mark,Upper Caudal,,Empty,0,0,3DD.00778CADF8,,,,,,,,,
34,7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,0.40625,0.70625,387,1,45.382689,-114.066274,45.385005,-114.059868,1,Northern Pikeminnow,1,374,Live,Mark,Upper Caudal,NP12-001,Detritus,0.1,0,,Break between 12:44 and 13:29,,,,,,,,
35,7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,0.40625,0.70625,387,1,45.382689,-114.066274,45.385005,-114.059868,2,Northern Pikeminnow,1,392,Live,Mark,Upper Caudal,,Empty,0,0,,Break between 12:44 and 13:29,,,,,,,,
36,7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,0.40625,0.70625,387,1,45.382689,-114.066274,45.385005,-114.059868,3,Cutthroat Trout/Rainbow Hybrid,1,366,Live,Mark,Upper Caudal,NP12-002,MacroInvert-other/Snail/Algae,6.2,0,,Break between 12:44 and 13:29,,,,,,,,
37,7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,0.40625,0.70625,387,1,45.382689,-114.066274,45.385005,-114.059868,4,Cutthroat Trout/Rainbow Hybrid,1,315,Live,Mark,Upper Caudal,NP12-003,Snail/Algae/Fish-Unk(fish egg)/FinClip,3.1,0.1,,Break between 12:44 and 13:29,,,,,,,,
38,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,1,Northern Pikeminnow,1,405,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
39,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,2,Northern Pikeminnow,1,422,Live,Mark,Lower Caudal,JB13-001,Fish-Unk (fish bone/cartilage),0.2,0.2,,,,,,,,,,
40,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,3,Northern Pikeminnow,1,397,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
41,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,4,Northern Pikeminnow,1,385,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
42,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,5,Cutthroat Trout,1,339,Live,Mark,Lower Caudal,JB13-002,MacroInvert-other/Detritus/Fish-Unk,1.6,0.5,,,,,,,,,,
43,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,6,Cutthroat Trout,1,292,Live,Mark,Lower Caudal,JB13-003,MacroInvert-other/Detritus,0.3,0,,,,,,,,,,
44,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,7,Northern Pikeminnow,1,562,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
45,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,8,Northern Pikeminnow,1,373,Live,Mark,Lower Caudal,JB13-004,MacroInvert-other/Detritus,0.2,0,,,,,,,,,,
46,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,9,Northern Pikeminnow,1,353,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
47,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,10,Northern Pikeminnow,1,316,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
48,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,11,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal,JB13-005,MacroInvert-other/Detritus,0.3,0,,,,,,,,,,
49,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,12,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,JB13-006,MacroInvert-other/Detritus,0.5,0,,,,,,,,,,
50,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,13,Cutthroat Trout,1,333,Live,Mark,Lower Caudal,JB13-007,MacroInvert-other/Algae/Detritus,5.8,0,3DD.003D2D3166,,,,,,,,,
51,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,14,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
52,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,15,Cutthroat Trout,1,310,Live,Mark,Lower Caudal,JB13-008,MacroInvert-other/Detritus,1.9,0,,,,,,,,,,
53,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,16,Northern Pikeminnow,1,369,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
54,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,17,Northern Pikeminnow,1,333,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
55,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,18,Northern Pikeminnow,1,472,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
56,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,19,Northern Pikeminnow,1,405,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
57,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,20,Northern Pikeminnow,1,358,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
58,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,21,Northern Pikeminnow,1,372,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
59,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,22,Northern Pikeminnow,1,364,Live,Mark,Lower Caudal,JB13-009,Empty,0,0,,,,,,,,,,
60,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,23,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
61,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,24,Northern Pikeminnow,1,350,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
62,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,25,Steelhead,1,343,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
63,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,26,Cutthroat Trout,1,342,Live,Mark,Lower Caudal,,Empty,0,0,3DD.003D2D30B7,,,,,,,,,
64,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,27,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
65,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,28,Northern Pikeminnow,1,389,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
66,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,29,Northern Pikeminnow,1,365,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
67,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,30,Northern Pikeminnow,1,341,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
68,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,31,Northern Pikeminnow,1,357,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
69,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,32,Northern Pikeminnow,1,355,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
70,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,3,45.387383,-114.051423,45.38974,-114.046771,33,Northern Pikeminnow,1,512,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
71,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,34,Northern Pikeminnow,1,485,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
72,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,35,Northern Pikeminnow,1,465,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
73,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,36,Northern Pikeminnow,1,380,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
74,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,37,Northern Pikeminnow,1,412,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
75,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,38,Northern Pikeminnow,1,386,Live,Mark,Lower Caudal,JB13-010,Detritus,0.3,0,,,,,,,,,,
76,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,39,Northern Pikeminnow,1,435,Live,Mark,Lower Caudal,JB13-011,MacroInvert-other/Detritus,0.3,0,,,,,,,,,,
77,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,40,Northern Pikeminnow,1,465,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
78,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,41,Northern Pikeminnow,1,435,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
79,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,42,Northern Pikeminnow,1,417,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
80,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,43,Northern Pikeminnow,1,384,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
81,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,44,Northern Pikeminnow,1,453,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
82,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,45,Northern Pikeminnow,1,365,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
83,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,46,Northern Pikeminnow,1,410,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
84,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,47,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,JB13-012,MacroInvert-other/Detritus,0.4,0,,,,,,,,,,
85,8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,0.375,0.680555556,420,2,45.385005,-114.059868,45.387383,-114.051423,48,Northern Pikeminnow,1,466,Live,Mark,Lower Caudal,,Empty,0,0,,,,,,,,,,
